,8E1  1743-f,,8G1  1743-f,,8E2  1743-f,,8D3  1743-f
1650.5834,0.002947734,1650.5834,4.65E-04,1650.5834,9.07E-04,1649.916702,0
1650.6667,1.97E-04,1650.6667,3.40E-04,1650.6667,0.001380277,1650.000035,0
1650.75,0,1650.75,5.81E-04,1650.75,0.001622027,1650.083368,0
1650.8334,0,1650.8334,8.98E-04,1650.8334,0.003880514,1650.166702,0
1650.9167,0,1650.9167,0.001546106,1650.9167,0.004891507,1650.250035,0
1651,0,1651,0.001685286,1651,0.003643607,1650.333368,0
1651.0834,0,1651.0834,0.002554907,1651.0834,0.004073027,1650.416702,0
1651.1667,0,1651.1667,0.003059393,1651.1667,0.005000072,1650.500035,0
1651.25,0,1651.25,0.003429166,1651.25,0.005140925,1650.583368,0
1651.3334,0,1651.3334,0.003772478,1651.3334,0.010113149,1650.666702,0
1651.4167,0,1651.4167,0.004715125,1651.4167,0.015164477,1650.750035,0
1651.5,0,1651.5,0.006019641,1651.5,0.018402477,1650.833368,0
1651.5834,0,1651.5834,0.006477218,1651.5834,0.017427808,1650.916702,0
1651.6667,0.002161671,1651.6667,0.005647634,1651.6667,0.014584115,1651.000035,0
1651.75,0.016605567,1651.75,0.004489687,1651.75,0.013156619,1651.083368,0
1651.8334,0.044903811,1651.8334,0.004951044,1651.8334,0.014287477,1651.166702,0
1651.9167,0.047655029,1651.9167,0.006404879,1651.9167,0.016543947,1651.250035,0
1652,0.01424738,1652,0.006915379,1652,0.019497416,1651.333368,0
1652.0834,0.001375609,1652.0834,0.006398521,1652.0834,0.02012298,1651.416702,0
1652.1667,0,1652.1667,0.006538217,1652.1667,0.018151848,1651.500035,0
1652.25,0.006288499,1652.25,0.008670256,1652.25,0.021142851,1651.583368,0
1652.3334,0.028199986,1652.3334,0.013439678,1652.3334,0.027354095,1651.666702,0
1652.4167,0.01021881,1652.4167,0.019879266,1652.4167,0.036726658,1651.750035,0
1652.5,9.83E-04,1652.5,0.019990095,1652.5,0.042901176,1651.833368,0
1652.5834,0,1652.5834,0.017457526,1652.5834,0.037258589,1651.916702,0
1652.6667,0,1652.6667,0.014761721,1652.6667,0.027105484,1652.000035,0
1652.75,0,1652.75,0.01200148,1652.75,0.020290066,1652.083368,0
1652.8334,0,1652.8334,0.012683808,1652.8334,0.013791869,1652.166702,0
1652.9167,0.006190241,1652.9167,0.015970529,1652.9167,0.016382107,1652.250035,0
1653,0.021616714,1653,0.022378672,1653,0.021287739,1652.333368,0
1653.0834,0.010317068,1653.0834,0.028240404,1653.0834,0.027486876,1652.416702,0
1653.1667,0.00265296,1653.1667,0.028806232,1653.1667,0.034822925,1652.500035,0
1653.25,0.030754689,1653.25,0.032248629,1653.25,0.046526622,1652.583368,0
1653.3334,0.050602762,1653.3334,0.042102606,1653.3334,0.059098035,1652.666702,0
1653.4167,0.048539349,1653.4167,0.052511415,1653.4167,0.068309969,1652.750035,0
1653.5,0.029182564,1653.5,0.056494553,1653.5,0.068909703,1652.833368,0
1653.5834,0.052567918,1653.5834,0.056116532,1653.5834,0.06903643,1652.916702,0
1653.6667,0.07339857,1653.6667,0.046487822,1653.6667,0.059990776,1653.000035,0
1653.75,0.035471063,1653.75,0.034145264,1653.75,0.041152422,1653.083368,0
1653.8334,0.006190241,1653.8334,0.0228457,1653.8334,0.021934694,1653.166702,0
1653.9167,9.83E-05,1653.9167,0.014664982,1653.9167,0.013442764,1653.250035,0
1654,0,1654,0.010696448,1654,0.010747996,1653.333368,0
1654.0834,0.002358187,1654.0834,0.009254642,1654.0834,0.009175207,1653.416702,0
1654.1667,0.037632734,1654.1667,0.009691084,1654.1667,0.013484737,1653.500035,1.45E-04
1654.25,0.043822975,1654.25,0.01365704,1654.25,0.015405824,1653.583368,0.005438013
1654.3334,0.017293371,1654.3334,0.017351165,1654.3334,0.016419641,1653.666702,0.002651265
1654.4167,0.002259929,1654.4167,0.018085728,1654.4167,0.018818174,1653.750035,3.60E-04
1654.5,0,1654.5,0.019492997,1654.5,0.024838925,1653.833368,0
1654.5834,0,1654.5834,0.019354504,1654.5834,0.025934671,1653.916702,0
1654.6667,0,1654.6667,0.015289747,1654.6667,0.022892815,1654.000035,0
1654.75,0,1654.75,0.010808652,1654.75,0.018421849,1654.083368,1.79E-07
1654.8334,0.001179093,1654.8334,0.006637534,1654.8334,0.010982078,1654.166702,3.24E-07
1654.9167,0.007664108,1654.9167,0.003535699,1654.9167,0.004799892,1654.250035,7.26E-08
1655,0.003439023,1655,0.002180494,1655,0.001836736,1654.333368,0
1655.0834,3.93E-04,1655.0834,0.001108976,1655.0834,8.88E-04,1654.416702,0
1655.1667,0,1655.1667,0.001158463,1655.1667,5.36E-04,1654.500035,0
1655.25,0,1655.25,0.001279773,1655.25,6.58E-04,1654.583368,0
1655.3334,0,1655.3334,0.001336648,1655.3334,0.001316509,1654.666702,0
1655.4167,0,1655.4167,0.001544903,1655.4167,0.001548573,1654.750035,0
1655.5,0,1655.5,0.001664839,1655.5,0.001571174,1654.833368,0
1655.5834,0,1655.5834,0.001667416,1655.5834,0.001250321,1654.916702,0
1655.6667,0,1655.6667,0.001360876,1655.6667,0.002005841,1655.000035,0
1655.75,0.001080836,1655.75,8.66E-04,1655.75,0.001336689,1655.083368,0
1655.8334,0.047065482,1655.8334,6.77E-04,1655.8334,3.05E-04,1655.166702,0
1655.9167,0.057480808,1655.9167,3.22E-04,1655.9167,8.15E-05,1655.250035,0
1656,0.045002068,1656,3.69E-04,1656,2.32E-04,1655.333368,0
1656.0834,0.036453641,1656.0834,7.74E-04,1656.0834,5.15E-04,1655.416702,0
1656.1667,0.008941459,1656.1667,0.001152449,1656.1667,0.001269693,1655.500035,0
1656.25,0.027806955,1656.25,0.001177364,1656.25,8.87E-04,1655.583368,0
1656.3334,0.022599292,1656.3334,0.001299533,1656.3334,0.001093324,1655.666702,0
1656.4167,0.004716374,1656.4167,0.001641642,1656.4167,0.001890817,1655.750035,0
1656.5,0,1656.5,0.001547824,1656.5,0.001697094,1655.833368,0
1656.5834,0,1656.5834,0.001698861,1656.5834,0.001893239,1655.916702,0
1656.6667,0.012871771,1656.6667,0.00191124,1656.6667,0.001185746,1656.000035,0
1656.75,0.020339363,1656.75,0.001288193,1656.75,8.73E-04,1656.083368,0
1656.8334,0.00491289,1656.8334,5.89E-04,1656.8334,5.13E-04,1656.166702,0
1656.9167,9.83E-05,1656.9167,3.01E-04,1656.9167,1.69E-04,1656.250035,0
1657,0,1657,1.91E-04,1657,5.91E-04,1656.333368,0
1657.0834,0,1657.0834,2.13E-04,1657.0834,5.57E-04,1656.416702,0
1657.1667,0,1657.1667,2.41E-04,1657.1667,6.06E-04,1656.500035,0
1657.25,0,1657.25,4.95E-04,1657.25,8.36E-04,1656.583368,0
1657.3334,0,1657.3334,5.58E-04,1657.3334,4.58E-04,1656.666702,0
1657.4167,0,1657.4167,6.50E-04,1657.4167,7.13E-04,1656.750035,0
1657.5,0,1657.5,8.37E-04,1657.5,5.67E-04,1656.833368,0
1657.5834,0,1657.5834,9.85E-04,1657.5834,2.78E-04,1656.916702,0
1657.6667,0,1657.6667,6.14E-04,1657.6667,1.59E-04,1657.000035,0
1657.75,0,1657.75,4.41E-04,1657.75,5.00E-05,1657.083368,0
1657.8334,0,1657.8334,3.35E-04,1657.8334,1.74E-05,1657.166702,0
1657.9167,0,1657.9167,2.55E-04,1657.9167,1.30E-04,1657.250035,0
1658,0,1658,1.37E-04,1658,6.86E-05,1657.333368,0
1658.0834,0,1658.0834,3.13E-05,1658.0834,6.05E-06,1657.416702,0
1658.1667,0.030951204,1658.1667,1.01E-04,1658.1667,3.96E-05,1657.500035,0
1658.25,0.116730256,1658.25,1.43E-04,1658.25,5.65E-05,1657.583368,0
1658.3334,0.058365128,1658.3334,1.33E-04,1658.3334,1.82E-05,1657.666702,0
1658.4167,0.010120552,1658.4167,7.11E-05,1658.4167,6.58E-05,1657.750035,0
1658.5,0,1658.5,5.21E-05,1658.5,6.82E-05,1657.833368,0
1658.5834,0.017096856,1658.5834,4.76E-05,1658.5834,3.55E-05,1657.916702,0
1658.6667,0.039794405,1658.6667,1.13E-04,1658.6667,1.80E-04,1658.000035,0
1658.75,0.013756091,1658.75,1.04E-04,1658.75,1.13E-04,1658.083368,0
1658.8334,0.001473867,1658.8334,1.63E-04,1658.8334,2.22E-05,1658.166702,0
1658.9167,0,1658.9167,2.02E-04,1658.9167,7.55E-05,1658.250035,0
1659,0,1659,3.26E-04,1659,6.19E-04,1658.333368,0
1659.0834,0,1659.0834,8.71E-04,1659.0834,8.09E-04,1658.416702,0
1659.1667,0,1659.1667,0.001236301,1659.1667,7.95E-04,1658.500035,0
1659.25,0,1659.25,0.001778245,1659.25,0.001816961,1658.583368,0
1659.3334,0.004323343,1659.3334,0.002461604,1659.3334,0.002247994,1658.666702,0
1659.4167,0.02181323,1659.4167,0.003094789,1659.4167,0.003032976,1658.750035,0
1659.5,0.009137975,1659.5,0.003819387,1659.5,0.002351717,1658.833368,0
1659.5834,0.001179093,1659.5834,0.002974854,1659.5834,0.001989293,1658.916702,0
1659.6667,0,1659.6667,0.002859557,1659.6667,0.00249257,1659.000035,0
1659.75,0,1659.75,0.002879317,1659.75,0.002158397,1659.083368,0
1659.8334,0,1659.8334,0.002115715,1659.8334,0.002879209,1659.166702,0
1659.9167,0,1659.9167,0.001356408,1659.9167,0.003805447,1659.250035,0
1660,0,1660,0.001447133,1660,0.00306042,1659.333368,0
1660.0834,0,1660.0834,0.001657966,1660.0834,0.004016524,1659.416702,0
1660.1667,0,1660.1667,0.001992858,1660.1667,0.004260292,1659.500035,0
1660.25,0,1660.25,0.00247724,1660.25,0.006179765,1659.583368,0
1660.3334,0,1660.3334,0.003674708,1660.3334,0.009973507,1659.666702,0
1660.4167,0,1660.4167,0.004833686,1660.4167,0.013172359,1659.750035,0
1660.5,0,1660.5,0.005544537,1660.5,0.015708516,1659.833368,0
1660.5834,0,1660.5834,0.004822689,1660.5834,0.01311061,1659.916702,0
1660.6667,0.025055737,1660.6667,0.003755982,1660.6667,0.009833058,1660.000035,0
1660.75,0.091478004,1660.75,0.004539517,1660.75,0.007941837,1660.083369,0
1660.8334,0.041563046,1660.8334,0.005212566,1660.8334,0.009435119,1660.166702,0
1660.9167,0.006190241,1660.9167,0.005782003,1660.9167,0.012070156,1660.250035,0
1661,0,1661,0.006109507,1661,0.01029194,1660.333369,0
1661.0834,0,1661.0834,0.006149027,1661.0834,0.010194271,1660.416702,0
1661.1667,0,1661.1667,0.006583751,1661.1667,0.011293245,1660.500035,0
1661.25,0,1661.25,0.007943768,1661.25,0.012849487,1660.583369,0
1661.3334,0,1661.3334,0.01030932,1661.3334,0.018880327,1660.666702,0
1661.4167,0,1661.4167,0.012762505,1661.4167,0.0226325,1660.750035,0
1661.5,0,1661.5,0.013111315,1661.5,0.023574882,1660.833369,0
1661.5834,0.030066884,1661.5834,0.012445655,1661.5834,0.022975955,1660.916702,0
1661.6667,0.038418796,1661.6667,0.010417572,1661.6667,0.018146198,1661.000035,0
1661.75,0.08853027,1661.75,0.010265333,1661.75,0.013915771,1661.083369,0
1661.8334,0.106806219,1661.8334,0.010832192,1661.8334,0.011557597,1661.166702,0
1661.9167,0.037730992,1661.9167,0.012329327,1661.9167,0.013699043,1661.250035,0
1662,0.019062011,1662,0.013184858,1662,0.015029275,1661.333369,0
1662.0834,0.064457111,1662.0834,0.012970588,1662.0834,0.012468902,1661.416702,0
1662.1667,0.035471063,1662.1667,0.010068246,1662.1667,0.011146339,1661.500035,0
1662.25,0.006288499,1662.25,0.007202503,1662.25,0.00890238,1661.583369,0
1662.3334,0.003144249,1662.3334,0.00678101,1662.3334,0.007545108,1661.666702,0
1662.4167,0.040187437,1662.4167,0.00926667,1662.4167,0.00886525,1661.750035,0
1662.5,0.059937253,1662.5,0.010845938,1662.5,0.010468712,1661.833369,0
1662.5834,0.043822975,1662.5834,0.009322857,1662.5834,0.008216278,1661.916702,0
1662.6667,0.009924037,1662.6667,0.005877883,1662.6667,0.005767296,1662.000035,0
1662.75,5.90E-04,1662.75,0.004181943,1662.75,0.004530294,1662.083369,0
1662.8334,0,1662.8334,0.003952725,1662.8334,0.003850649,1662.166702,0
1662.9167,0.011889193,1662.9167,0.003611475,1662.9167,0.003579437,1662.250035,0
1663,0.020634136,1663,0.004375765,1663,0.00480756,1662.333369,0
1663.0834,0.005993725,1663.0834,0.005700901,1663.0834,0.004290965,1662.416702,0
1663.1667,4.91E-04,1663.1667,0.005455359,1663.1667,0.002219339,1662.500035,0
1663.25,0.004323343,1663.25,0.003205446,1663.25,0.001919069,1662.583369,0
1663.3334,0.024662706,1663.3334,0.002179119,1663.3334,0.002365035,1662.666702,0
1663.4167,0.015033442,1663.4167,0.002770722,1663.4167,0.002286739,1662.750035,0
1663.5,0.100910751,1663.5,0.002775877,1663.5,0.003087461,1662.833369,0
1663.5834,0.097668244,1663.5834,0.002554219,1663.5834,0.002780733,1662.916702,0
1663.6667,0.02269755,1663.6667,0.002963857,1663.6667,0.00268266,1663.000035,0
1663.75,7.86E-04,1663.75,0.002045266,1663.75,0.001723328,1663.083369,0
1663.8334,0,1663.8334,8.97E-04,1663.8334,0.001235388,1663.166702,0
1663.9167,0,1663.9167,5.49E-04,1663.9167,9.95E-04,1663.250035,0
1664,0,1664,4.05E-04,1664,7.13E-04,1663.333369,0
1664.0834,0,1664.0834,6.86E-04,1664.0834,0.001019064,1663.416702,0
1664.1667,0,1664.1667,0.001068425,1664.1667,0.001434761,1663.500035,0
1664.25,0,1664.25,0.001060349,1664.25,0.001229334,1663.583369,0
1664.3334,0,1664.3334,0.001215853,1664.3334,0.00102875,1663.666702,0
1664.4167,0.013264802,1664.4167,0.001522909,1664.4167,0.001481578,1663.750035,0
1664.5,0.032719844,1664.5,0.002283934,1664.5,0.001762072,1663.833369,0.001523643
1664.5834,0.015229958,1664.5834,0.002658003,1664.5834,0.00249822,1663.916702,0.002643768
1664.6667,0.002259929,1664.6667,0.005854171,1664.6667,0.004860027,1664.000035,7.02E-04
1664.75,0,1664.75,0.009910165,1664.75,0.007551566,1664.083369,4.31E-05
1664.8334,0.012478739,1664.8334,0.016851146,1664.8334,0.01420797,1664.166702,0
1664.9167,0.057284292,1664.9167,0.032536269,1664.9167,0.033367581,1664.250035,0
1665,0.101205525,1665,0.062200609,1665,0.064646586,1664.333369,0
1665.0834,0.189342763,1665.0834,0.114458234,1665.0834,0.103881553,1664.416702,2.18E-07
1665.1667,0.185805483,1665.1667,0.183837634,1665.1667,0.16324394,1664.500035,1.00E-07
1665.25,0.191307919,1665.25,0.268773286,1665.25,0.24010557,1664.583369,1.67E-08
1665.3334,0.255371999,1665.3334,0.359397982,1665.3334,0.315132482,1664.666702,0
1665.4167,0.383205385,1665.4167,0.440178667,1665.4167,0.397451854,1664.750035,0
1665.5,0.317470923,1665.5,0.485934503,1665.5,0.449242496,1664.833369,0
1665.5834,0.233853543,1665.5834,0.479750423,1665.5834,0.432256215,1664.916702,0
1665.6667,0.189146248,1665.6667,0.408842959,1665.6667,0.362432381,1665.000035,0
1665.75,0.07605153,1665.75,0.30332475,1665.75,0.255078746,1665.083369,0
1665.8334,0.020732394,1665.8334,0.203328397,1665.8334,0.15783261,1665.166702,0
1665.9167,0.085287763,1665.9167,0.125592671,1665.9167,0.098630045,1665.250035,0
1666,0.1343184,1666,0.08948187,1666,0.072418915,1665.333369,0
1666.0834,0.103072423,1666.0834,0.094938775,1666.0834,0.082780676,1665.416702,0
1666.1667,0.087154661,1666.1667,0.128407897,1666.1667,0.114661029,1665.500035,0
1666.25,0.156328146,1666.25,0.182665253,1666.25,0.158913019,1665.583369,0
1666.3334,0.260579662,1666.3334,0.243940054,1666.3334,0.216117816,1665.666702,0
1666.4167,0.271388019,1666.4167,0.299634062,1666.4167,0.275760697,1665.750035,0
1666.5,0.245447962,1666.5,0.320241706,1666.5,0.280663101,1665.833369,0
1666.5834,0.181776914,1666.5834,0.30296374,1666.5834,0.249562886,1665.916702,0
1666.6667,0.13834697,1666.6667,0.24956432,1666.6667,0.20658745,1666.000035,0
1666.75,0.115551162,1666.75,0.179538332,1666.75,0.143869215,1666.083369,0
1666.8334,0.057579066,1666.8334,0.113426237,1666.8334,0.085504099,1666.166702,0
1666.9167,0.010317068,1666.9167,0.063708741,1666.9167,0.04697622,1666.250035,0
1667,9.83E-05,1667,0.035435003,1667,0.02261111,1666.333369,0
1667.0834,0.002358187,1667.0834,0.024719653,1667.0834,0.016856729,1666.416702,0
1667.1667,0.047851544,1667.1667,0.027938159,1667.1667,0.01981383,1666.500035,0
1667.25,0.051487083,1667.25,0.034688755,1667.25,0.026921851,1666.583369,0
1667.3334,0.070057805,1667.3334,0.044441869,1667.3334,0.03415902,1666.666702,0
1667.4167,0.048735864,1667.4167,0.052801975,1667.4167,0.0419257,1666.750035,0
1667.5,0.032621587,1667.5,0.051695577,1667.5,0.045990251,1666.833369,0
1667.5834,0.073202054,1667.5834,0.047471879,1667.5834,0.040148694,1666.916702,0
1667.6667,0.047655029,1667.6667,0.037397447,1667.6667,0.034234088,1667.000035,0
1667.75,0.01601602,1667.75,0.026119018,1667.75,0.023940938,1667.083369,0
1667.8334,0.002554703,1667.8334,0.016938434,1667.8334,0.011187909,1667.166702,0
1667.9167,1.97E-04,1667.9167,0.007620216,1667.9167,0.004076659,1667.250035,0
1668,0,1668,0.002755258,1668,0.001289873,1667.333369,0
1668.0834,0.003930312,1668.0834,0.001458474,1668.0834,2.12E-04,1667.416702,0
1668.1667,0.053157465,1668.1667,0.001176161,1668.1667,8.88E-06,1667.500035,0
1668.25,0.029477337,1668.25,7.63E-04,1668.25,6.05E-06,1667.583369,0
1668.3334,0.004716374,1668.3334,3.44E-04,1668.3334,2.28E-04,1667.666702,0
1668.4167,0,1668.4167,2.94E-04,1668.4167,3.11E-04,1667.750035,0
1668.5,0,1668.5,2.64E-04,1668.5,9.57E-05,1667.833369,0
1668.5834,0.001866898,1668.5834,2.22E-04,1668.5834,2.80E-04,1667.916702,0
1668.6667,0.052862692,1668.6667,3.13E-04,1668.6667,5.00E-04,1668.000035,0
1668.75,0.058070355,1668.75,3.77E-04,1668.75,1.79E-04,1668.083369,0
1668.8334,0.028199986,1668.8334,3.70E-04,1668.8334,5.93E-05,1668.166702,0
1668.9167,0.004716374,1668.9167,4.38E-04,1668.9167,2.19E-04,1668.250035,0
1669,9.83E-05,1669,3.26E-04,1669,7.79E-05,1668.333369,0
1669.0834,0.008057139,1669.0834,4.31E-04,1669.0834,6.86E-06,1668.416702,0
1669.1667,0.044707295,1669.1667,5.10E-04,1669.1667,0,1668.500035,0
1669.25,0.02358187,1669.25,6.05E-04,1669.25,2.88E-04,1668.583369,0
1669.3334,0.040678726,1669.3334,7.52E-04,1669.3334,3.24E-04,1668.666702,0
1669.4167,0.05158534,1669.4167,0.001032169,1669.4167,7.26E-04,1668.750035,0
1669.5,0.018472465,1669.5,8.74E-04,1669.5,6.88E-04,1668.833369,0
1669.5834,0.009924037,1669.5834,6.80E-04,1669.5834,1.74E-04,1668.916702,0
1669.6667,0.027217408,1669.6667,3.73E-04,1669.6667,7.47E-05,1669.000035,0
1669.75,0.024760963,1669.75,1.66E-04,1669.75,2.22E-05,1669.083369,0
1669.8334,0.005895467,1669.8334,1.03E-04,1669.8334,1.21E-06,1669.166702,0
1669.9167,0.016409051,1669.9167,1.10E-04,1669.9167,1.27E-04,1669.250035,0
1670,0.015622989,1670,1.29E-04,1670,1.80E-04,1669.333369,0
1670.0834,0.003242507,1670.0834,1.15E-04,1670.0834,2.89E-04,1669.416702,0
1670.1667,0,1670.1667,4.02E-04,1670.1667,9.12E-05,1669.500035,0
1670.25,0,1670.25,3.19E-04,1670.25,2.24E-04,1669.583369,0
1670.3334,0,1670.3334,4.31E-04,1670.3334,3.47E-04,1669.666702,0
1670.4167,0,1670.4167,3.04E-04,1670.4167,2.72E-04,1669.750035,0
1670.5,0,1670.5,2.57E-04,1670.5,3.56E-04,1669.833369,0
1670.5834,0,1670.5834,6.06E-04,1670.5834,3.66E-04,1669.916702,0
1670.6667,0,1670.6667,5.58E-04,1670.6667,2.24E-04,1670.000035,0
1670.75,0,1670.75,2.21E-04,1670.75,1.96E-04,1670.083369,0
1670.8334,0,1670.8334,1.92E-04,1670.8334,4.92E-05,1670.166702,0
1670.9167,0,1670.9167,1.60E-04,1670.9167,2.02E-06,1670.250035,0
1671,0,1671,8.04E-05,1671,0,1670.333369,0
1671.0834,0,1671.0834,1.32E-04,1671.0834,8.88E-06,1670.416702,0
1671.1667,0,1671.1667,1.74E-04,1671.1667,8.56E-05,1670.500035,0
1671.25,0,1671.25,3.71E-04,1671.25,4.40E-05,1670.583369,0
1671.3334,0,1671.3334,5.81E-04,1671.3334,8.19E-05,1670.666702,0
1671.4167,0,1671.4167,9.07E-04,1671.4167,2.77E-04,1670.750035,0
1671.5,0,1671.5,7.98E-04,1671.5,5.15E-04,1670.833369,0
1671.5834,0,1671.5834,5.72E-04,1671.5834,0.001013414,1670.916702,0
1671.6667,0,1671.6667,5.15E-04,1671.6667,5.27E-04,1671.000035,0
1671.75,0.015328215,1671.75,2.62E-04,1671.75,1.09E-04,1671.083369,0
1671.8334,0.022402776,1671.8334,1.06E-04,1671.8334,3.59E-05,1671.166702,0
1671.9167,0.014149122,1671.9167,3.09E-05,1671.9167,9.08E-05,1671.250036,0
1672,0.002751218,1672,4.31E-05,1672,4.68E-05,1671.333369,0
1672.0834,0,1672.0834,6.27E-05,1672.0834,2.23E-04,1671.416702,0
1672.1667,0,1672.1667,1.12E-04,1672.1667,3.21E-04,1671.500036,0
1672.25,0,1672.25,1.51E-04,1672.25,2.26E-04,1671.583369,0
1672.3334,0,1672.3334,3.26E-04,1672.3334,3.85E-04,1671.666702,0
1672.4167,0,1672.4167,2.46E-04,1672.4167,2.64E-04,1671.750036,0
1672.5,0,1672.5,1.39E-04,1672.5,3.12E-04,1671.833369,0
1672.5834,0,1672.5834,3.82E-04,1672.5834,2.56E-04,1671.916702,0
1672.6667,0,1672.6667,3.06E-04,1672.6667,2.09E-04,1672.000036,0
1672.75,0,1672.75,2.37E-04,1672.75,1.51E-04,1672.083369,0
1672.8334,0,1672.8334,4.00E-04,1672.8334,1.09E-04,1672.166702,0
1672.9167,0,1672.9167,2.17E-04,1672.9167,3.68E-04,1672.250036,0
1673,0,1673,8.52E-05,1673,3.87E-04,1672.333369,0.004329415
1673.0834,0.011299646,1673.0834,1.01E-04,1673.0834,2.05E-04,1672.416702,0.027589196
1673.1667,0.022108003,1673.1667,6.87E-05,1673.1667,4.96E-05,1672.500036,0.01658625
1673.25,0.006779788,1673.25,2.51E-05,1673.25,1.32E-04,1672.583369,0.003178515
1673.3334,5.90E-04,1673.3334,3.63E-05,1673.3334,5.84E-04,1672.666702,0
1673.4167,0,1673.4167,5.52E-04,1673.4167,3.85E-04,1672.750036,0
1673.5,0,1673.5,0.001008629,1673.5,3.25E-04,1672.833369,0
1673.5834,0,1673.5834,7.62E-04,1673.5834,6.70E-04,1672.916702,0
1673.6667,0,1673.6667,5.63E-04,1673.6667,2.95E-04,1673.000036,1.74E-06
1673.75,0,1673.75,5.69E-04,1673.75,3.21E-04,1673.083369,5.41E-07
1673.8334,0,1673.8334,5.30E-04,1673.8334,4.28E-04,1673.166702,5.02E-08
1673.9167,0,1673.9167,6.29E-04,1673.9167,5.16E-04,1673.250036,0
1674,0.004421601,1674,0.001133376,1674,0.001200276,1673.333369,0
1674.0834,0.021125425,1674.0834,0.001218774,1674.0834,9.61E-04,1673.416702,0
1674.1667,0.009432748,1674.1667,6.78E-04,1674.1667,2.30E-04,1673.500036,0
1674.25,0.001375609,1674.25,5.92E-04,1674.25,1.00E-04,1673.583369,0
1674.3334,0,1674.3334,8.39E-04,1674.3334,8.09E-04,1673.666702,0
1674.4167,0.011889193,1674.4167,8.69E-04,1674.4167,8.08E-04,1673.750036,0
1674.5,0.036846672,1674.5,6.62E-04,1674.5,6.29E-04,1673.833369,0
1674.5834,0.013657833,1674.5834,9.22E-04,1674.5834,6.12E-04,1673.916702,0
1674.6667,0.001572125,1674.6667,7.98E-04,1674.6667,8.07E-04,1674.000036,0
1674.75,1.97E-04,1674.75,3.52E-04,1674.75,6.66E-04,1674.083369,0
1674.8334,0.008941459,1674.8334,2.76E-04,1674.8334,1.74E-04,1674.166702,0
1674.9167,0.062590213,1674.9167,3.88E-04,1674.9167,1.13E-05,1674.250036,0
1675,0.073595086,1675,3.65E-04,1675,0,1674.333369,0
1675.0834,0.022108003,1675.0834,3.11E-04,1675.0834,0,1674.416702,0
1675.1667,0.001866898,1675.1667,2.29E-04,1675.1667,0,1674.500036,0
1675.25,0.009137975,1675.25,1.69E-04,1675.25,0,1674.583369,0
1675.3334,0.009236232,1675.3334,4.00E-05,1675.3334,1.78E-05,1674.666702,0
1675.4167,0.001866898,1675.4167,1.72E-06,1675.4167,1.12E-04,1674.750036,0
1675.5,0,1675.5,0,1675.5,5.61E-05,1674.833369,0
1675.5834,0,1675.5834,0,1675.5834,8.07E-06,1674.916702,0
1675.6667,0,1675.6667,0,1675.6667,0,1675.000036,0
1675.75,0,1675.75,5.15E-07,1675.75,2.99E-05,1675.083369,0
1675.8334,0,1675.8334,3.83E-05,1675.8334,2.27E-04,1675.166702,0
1675.9167,0,1675.9167,2.44E-05,1675.9167,3.78E-04,1675.250036,0
1676,0,1676,4.30E-06,1676,1.16E-04,1675.333369,0
1676.0834,9.83E-05,1676.0834,0,1676.0834,1.01E-05,1675.416702,0
1676.1667,0.009236232,1676.1667,0,1676.1667,0,1675.500036,0
1676.25,0.020634136,1676.25,0,1676.25,6.38E-05,1675.583369,0
1676.3334,0.007172819,1676.3334,0,1676.3334,2.24E-04,1675.666702,0
1676.4167,4.91E-04,1676.4167,0,1676.4167,1.58E-04,1675.750036,0
1676.5,0.005404179,1676.5,2.23E-06,1676.5,4.10E-04,1675.833369,0
1676.5834,0.068289165,1676.5834,4.76E-05,1676.5834,2.68E-04,1675.916702,0
1676.6667,0.037927507,1676.6667,1.04E-04,1676.6667,4.24E-04,1676.000036,0
1676.75,0.006091983,1676.75,3.42E-04,1676.75,3.88E-04,1676.083369,0
1676.8334,0,1676.8334,8.80E-04,1676.8334,5.67E-04,1676.166702,0
1676.9167,0,1676.9167,0.001528408,1676.9167,0.001305613,1676.250036,0
1677,0,1677,0.002942894,1677,0.003468449,1676.333369,0
1677.0834,0,1677.0834,0.004988503,1677.0834,0.004425764,1676.416702,0
1677.1667,0,1677.1667,0.008175735,1677.1667,0.005749538,1676.500036,0
1677.25,0,1677.25,0.012573323,1677.25,0.010532075,1676.583369,0
1677.3334,0,1677.3334,0.0152449,1677.3334,0.016813948,1676.666702,0
1677.4167,0.005404179,1677.4167,0.018630078,1677.4167,0.020720292,1676.750036,0
1677.5,0.012576997,1677.5,0.022417505,1677.5,0.023285105,1676.833369,0
1677.5834,0.004618116,1677.5834,0.02316908,1677.5834,0.02184994,1676.916702,0
1677.6667,4.91E-04,1677.6667,0.018074044,1677.6667,0.019106337,1677.000036,0
1677.75,0,1677.75,0.012553219,1677.75,0.012820025,1677.083369,0
1677.8334,0,1677.8334,0.007907684,1677.8334,0.006120033,1677.166702,0
1677.9167,0.002554703,1677.9167,0.004377655,1677.9167,0.002894141,1677.250036,0
1678,0.024073159,1678,0.002572089,1678,0.002696382,1677.333369,0
1678.0834,0.021223683,1678.0834,0.002340122,1678.0834,0.003755805,1677.416702,0
1678.1667,0.022304519,1678.1667,0.003045131,1678.1667,0.00499644,1677.500036,0
1678.25,0.009727521,1678.25,0.004324389,1678.25,0.007315466,1677.583369,0
